Gene,SetType,DiseaseType
54879,disease,Syndrome4
56910,disease,Syndrome4
8987,disease,Syndrome4
261729,disease,Syndrome4
6786,disease,Syndrome4
8576,disease,Syndrome4
79991,disease,Syndrome4
55342,disease,Syndrome4
201595,disease,Syndrome4
387082,disease,Syndrome4
6839,disease,Syndrome4
81493,disease,Syndrome4
163183,disease,Syndrome4
84958,disease,Syndrome4
257397,disease,Syndrome4
255061,disease,Syndrome4
117143,disease,Syndrome4
9015,disease,Syndrome4
83860,disease,Syndrome4
151647,disease,Syndrome4
25817,disease,Syndrome4
51256,disease,Syndrome4
11138,disease,Syndrome4
54885,disease,Syndrome4
93627,disease,Syndrome4
90843,disease,Syndrome4
6938,disease,Syndrome4
55346,disease,Syndrome4
6988,disease,Syndrome4
6997,disease,Syndrome4
81550,disease,Syndrome4
79736,disease,Syndrome4
55603,disease,Syndrome4
115572,disease,Syndrome4
80312,disease,Syndrome4
400629,disease,Syndrome4
374618,disease,Syndrome4
7039,disease,Syndrome4
56906,disease,Syndrome4
83591,disease,Syndrome4
9984,disease,Syndrome4
92610,disease,Syndrome4
200765,disease,Syndrome4
166815,disease,Syndrome4
9874,disease,Syndrome4
80213,disease,Syndrome4
7108,disease,Syndrome4
51768,disease,Syndrome4
51643,disease,Syndrome4
79905,disease,Syndrome4
146456,disease,Syndrome4
84216,disease,Syndrome4
84233,disease,Syndrome4
55863,disease,Syndrome4
85013,disease,Syndrome4
23240,disease,Syndrome4
65084,disease,Syndrome4
51524,disease,Syndrome4
55858,disease,Syndrome4
8269,disease,Syndrome4
201931,disease,Syndrome4
440026,disease,Syndrome4
757,disease,Syndrome4
113452,disease,Syndrome4
85025,disease,Syndrome4
157378,disease,Syndrome4
91147,disease,Syndrome4
137695,disease,Syndrome4
56674,disease,Syndrome4
339967,disease,Syndrome4
132724,disease,Syndrome4
9407,disease,Syndrome4
28983,disease,Syndrome4
389208,disease,Syndrome4
283471,disease,Syndrome4
84000,disease,Syndrome4
5651,disease,Syndrome4
7113,disease,Syndrome4
64699,disease,Syndrome4
56649,disease,Syndrome4
80975,disease,Syndrome4
164656,disease,Syndrome4
344805,disease,Syndrome4
360200,disease,Syndrome4
8764,disease,Syndrome4
8718,disease,Syndrome4
7292,disease,Syndrome4
7136,disease,Syndrome4
26092,disease,Syndrome4
27433,disease,Syndrome4
7167,disease,Syndrome4
7168,disease,Syndrome4
7177,disease,Syndrome4
23430,disease,Syndrome4
25823,disease,Syndrome4
133022,disease,Syndrome4
60684,disease,Syndrome4
10107,disease,Syndrome4
81559,disease,Syndrome4
89122,disease,Syndrome4
91107,disease,Syndrome4
25893,disease,Syndrome4
286827,disease,Syndrome4
9866,disease,Syndrome4
140691,disease,Syndrome4
205860,disease,Syndrome4
9320,disease,Syndrome4
55006,disease,Syndrome4
55687,disease,Syndrome4
56302,disease,Syndrome4
55503,disease,Syndrome4
7248,disease,Syndrome4
10102,disease,Syndrome4
10194,disease,Syndrome4
10099,disease,Syndrome4
7106,disease,Syndrome4
10098,disease,Syndrome4
64061,disease,Syndrome4
23270,disease,Syndrome4
151613,disease,Syndrome4
55622,disease,Syndrome4
150737,disease,Syndrome4
23548,disease,Syndrome4
145567,disease,Syndrome4
80727,disease,Syndrome4
10426,disease,Syndrome4
85378,disease,Syndrome4
79770,disease,Syndrome4
127253,disease,Syndrome4
390595,disease,Syndrome4
84959,disease,Syndrome4
89910,disease,Syndrome4
90025,disease,Syndrome4
23352,disease,Syndrome4
7347,disease,Syndrome4
7353,disease,Syndrome4
51569,disease,Syndrome4
55325,disease,Syndrome4
25972,disease,Syndrome4
57558,disease,Syndrome4
124739,disease,Syndrome4
64854,disease,Syndrome4
9712,disease,Syndrome4
51096,disease,Syndrome4
81839,disease,Syndrome4
64601,disease,Syndrome4
51028,disease,Syndrome4
147645,disease,Syndrome4
23584,disease,Syndrome4
11326,disease,Syndrome4
9897,disease,Syndrome4
54838,disease,Syndrome4
57590,disease,Syndrome4
55255,disease,Syndrome4
54521,disease,Syndrome4
22911,disease,Syndrome4
348793,disease,Syndrome4
151525,disease,Syndrome4
25937,disease,Syndrome4
57002,disease,Syndrome4
84327,disease,Syndrome4
58486,disease,Syndrome4
7541,disease,Syndrome4
57621,disease,Syndrome4
79696,disease,Syndrome4
376940,disease,Syndrome4
29066,disease,Syndrome4
84186,disease,Syndrome4
51201,disease,Syndrome4
254887,disease,Syndrome4
7539,disease,Syndrome4
286128,disease,Syndrome4
339559,disease,Syndrome4
65243,disease,Syndrome4
7542,disease,Syndrome4
9765,disease,Syndrome4
64393,disease,Syndrome4
9204,disease,Syndrome4
7771,disease,Syndrome4
7697,disease,Syndrome4
7738,disease,Syndrome4
7743,disease,Syndrome4
10520,disease,Syndrome4
7768,disease,Syndrome4
7770,disease,Syndrome4
7571,disease,Syndrome4
57209,disease,Syndrome4
129025,disease,Syndrome4
90075,disease,Syndrome4
149076,disease,Syndrome4
151126,disease,Syndrome4
90594,disease,Syndrome4
126070,disease,Syndrome4
126068,disease,Syndrome4
90333,disease,Syndrome4
130557,disease,Syndrome4
25925,disease,Syndrome4
79818,disease,Syndrome4
148254,disease,Syndrome4
79230,disease,Syndrome4
84527,disease,Syndrome4
147929,disease,Syndrome4
126295,disease,Syndrome4
51157,disease,Syndrome4
51545,disease,Syndrome4
84622,disease,Syndrome4
162966,disease,Syndrome4
57547,disease,Syndrome4
22834,disease,Syndrome4
127396,disease,Syndrome4
90592,disease,Syndrome4
7562,disease,Syndrome4
7552,disease,Syndrome4
7627,disease,Syndrome4
388507,disease,Syndrome4
285989,disease,Syndrome4
342892,disease,Syndrome4
284459,disease,Syndrome4
84133,disease,Syndrome4
7589,disease,Syndrome4
201516,disease,Syndrome4
57643,disease,Syndrome4
57688,disease,Syndrome4
158586,disease,Syndrome4
